S. No.,Lattitude,Longitude,Pothole,Severity,Ranking
8614,12.8955 ,77.5635,19,4,73
8616,12.9972 ,77.6773,20,3,55
8628,12.8698 ,77.6469,26,4,64
8640,12.8636 ,77.6782,31,5,53
8643,12.8701 ,77.7245,30,1,57
8644,12.8624 ,77.5017,26,5,55
8647,12.8424 ,77.6787,23,5,57
8652,13.0644 ,77.4848,30,5,61
8653,13.0117 ,77.5405,30,3,62
8655,12.9424 ,77.5807,16,5,52
8663,13.0697 ,77.5744,25,3,66
8665,12.8799 ,77.7056,24,1,63
8667,12.8699 ,77.5718,35,2,71
8699,12.8467 ,77.4885,24,4,72
8706,13.0896 ,77.6126,29,3,55
8711,13.0256 ,77.5612,29,5,54
8727,13.0226 ,77.6899,27,5,65
8732,13.0903 ,77.5930,34,3,77
8760,12.9841 ,77.5801,33,4,56
8767,12.8737 ,77.5889,29,5,52
8769,12.9612 ,77.6204,22,5,54
8778,13.0459 ,77.6044,34,4,66
8798,13.0564 ,77.6888,27,2,75
8806,13.0958 ,77.4990,22,3,54
8813,13.0861 ,77.6874,20,4,65
8816,13.0317 ,77.7097,34,2,55
8824,12.9988 ,77.5928,26,5,56
8837,13.0778 ,77.6209,33,5,76
8839,13.0329 ,77.5857,24,4,73
8844,12.8554 ,77.7381,31,5,71
8850,12.8603 ,77.5855,30,2,53
8867,12.9335 ,77.6936,32,4,53
8870,13.0952 ,77.6222,17,3,71
8880,12.8467 ,77.5201,19,1,67
8894,12.8588 ,77.5650,27,1,72
8895,12.8688 ,77.6452,32,5,78
8896,12.9740 ,77.6948,25,5,52
8900,12.9994 ,77.5397,28,4,66
8906,13.0953 ,77.5861,27,3,53
8909,13.0788 ,77.7458,22,4,66
8913,13.0743 ,77.4896,32,1,78
8954,12.8951 ,77.5541,23,4,67
8957,13.0671 ,77.6306,21,3,73
8972,13.0852 ,77.5609,22,5,74
8987,12.8651 ,77.6113,32,3,70
9002,13.0008 ,77.5200,23,2,60
9035,12.8432 ,77.5540,31,5,53
9046,12.8793 ,77.4843,18,1,68
9047,12.9360 ,77.7019,35,5,59
9058,12.9206 ,77.6519,35,1,74
9066,13.0828 ,77.4944,33,1,69
9081,12.8541 ,77.4934,31,1,54
9089,13.0751 ,77.5489,26,1,65
9112,12.9198 ,77.5955,16,1,64
9116,13.0480 ,77.6725,35,2,53
11,12.8971 ,77.6910,17,5,71
19,13.0123 ,77.6630,20,4,78
33,12.9953 ,77.5465,31,2,69
38,12.8563 ,77.6107,19,4,73
39,12.9231 ,77.7157,27,2,74
46,12.9846 ,77.5471,29,4,57
67,12.9980 ,77.5871,29,3,71
84,12.8496 ,77.5964,23,3,70
87,13.0880 ,77.5444,33,3,53
95,12.9347 ,77.5119,33,2,59
122,13.0918 ,77.5085,17,1,68
123,12.9988 ,77.5741,21,1,60
132,13.0903 ,77.7085,35,2,55
136,12.8974 ,77.6761,28,3,69
139,13.0967 ,77.4863,23,4,68
143,13.0326 ,77.7166,19,5,54
155,12.9276 ,77.5866,32,2,75
177,13.0875 ,77.6411,19,4,60
186,12.8521 ,77.6587,29,2,63
197,12.9194 ,77.5729,29,5,78
202,12.9932 ,77.5336,25,3,73
216,13.0688 ,77.6409,23,4,77
222,12.9076 ,77.5547,34,4,56
223,13.0993 ,77.4930,16,2,61
224,12.8449 ,77.7301,20,4,67
232,12.9062 ,77.7077,27,3,54
240,12.8657 ,77.7229,22,3,74
262,13.0524 ,77.4998,18,5,75
279,12.9370 ,77.6086,33,1,63
288,13.0638 ,77.5003,27,2,57
292,13.0152 ,77.4836,31,4,77
297,12.9922 ,77.6463,35,2,56
301,12.9974 ,77.5128,30,3,66
303,12.9771 ,77.6256,34,2,64
306,13.0587 ,77.6754,28,3,62
315,12.8522 ,77.6302,21,1,71
316,13.0130 ,77.7123,21,1,54
321,13.0589 ,77.6202,35,2,57
332,13.0145 ,77.7419,16,3,59
333,13.0349 ,77.7207,32,5,61
347,12.9931 ,77.5024,24,3,68
349,12.9972 ,77.4867,29,2,78
369,13.0800 ,77.5917,17,2,73
370,12.9226 ,77.6702,21,4,65
380,12.9493 ,77.6808,26,1,52
390,12.9822 ,77.4913,20,3,60
395,12.9124 ,77.7147,28,5,58
398,12.8553 ,77.7476,35,4,77
404,13.0366 ,77.6948,28,5,69
408,12.9347 ,77.6362,23,5,70
412,13.0900 ,77.7286,16,3,74
417,13.0199 ,77.5623,24,5,65
426,13.0962 ,77.5811,30,1,73
429,13.0220 ,77.4904,30,5,77
441,12.9825 ,77.7016,34,1,54
463,13.0146 ,77.6537,34,4,76
466,12.9360 ,77.6167,20,1,52
469,13.0969 ,77.5416,18,5,67
484,12.9144 ,77.4972,19,1,77
486,13.0638 ,77.4953,20,1,52
487,13.0915 ,77.5922,30,1,52
491,13.0712 ,77.6095,31,2,73
493,12.9257 ,77.6810,15,2,74
529,12.9108 ,77.5468,23,4,69
540,12.8444 ,77.5836,30,4,55
541,12.9968 ,77.7361,20,5,52
550,13.0657 ,77.5520,27,1,55
556,12.9935 ,77.7440,33,4,54
569,12.8849 ,77.7050,23,1,59
585,13.0296 ,77.4828,20,2,77
589,13.0835 ,77.6581,20,2,68
592,12.8903 ,77.5883,24,5,69
630,13.0842 ,77.6109,23,4,75
641,13.0015 ,77.5060,16,3,62
668,13.0019 ,77.6014,17,1,66
674,13.0715 ,77.4986,24,4,62
705,13.0489 ,77.6644,33,1,59
712,13.0053 ,77.6074,20,3,62
716,12.9309 ,77.7314,27,1,74
717,12.9557 ,77.6208,30,2,78
719,12.9558 ,77.6828,29,2,53
726,13.0267 ,77.6277,21,1,53
739,12.9923 ,77.5609,24,3,61
751,13.0687 ,77.6247,35,3,77
825,12.8710 ,77.7431,34,5,53
829,13.0171 ,77.5885,27,1,54
837,12.9588 ,77.4904,30,3,73
838,13.0666 ,77.6129,27,3,56
866,12.9667 ,77.6901,35,1,68
876,12.8619 ,77.5979,29,2,61
878,12.9412 ,77.5791,31,4,69
885,12.8789 ,77.7433,17,3,58
892,12.9955 ,77.6184,30,4,52
908,12.9939 ,77.4960,20,1,62
927,13.0958 ,77.6671,28,2,78
933,12.9129 ,77.5774,15,3,62
944,13.0727 ,77.7471,20,5,69
950,13.0087 ,77.6957,23,2,73
957,13.0362 ,77.7201,16,2,55
977,12.8986 ,77.7400,25,5,65
986,13.0424 ,77.7259,23,1,64
987,12.9909 ,77.7182,20,4,59
996,12.9535 ,77.6301,18,2,73
1024,13.0199 ,77.5623,30,4,53
1028,12.8919 ,77.5387,26,5,67
1042,13.0896 ,77.5994,22,5,68
1043,12.9027 ,77.5305,21,4,60
1046,13.0223 ,77.5435,30,3,64
1058,13.0568 ,77.7138,24,5,54
1061,12.8520 ,77.7333,17,2,75
1073,13.0829 ,77.5205,30,1,69
1080,13.0407 ,77.6066,24,2,61
1084,12.9707 ,77.5598,30,2,63
1098,12.9105 ,77.5294,33,5,54
1102,13.0464 ,77.5287,17,4,53
1113,12.9791 ,77.5190,25,3,78
1119,12.8717 ,77.5170,22,2,58
1136,12.8571 ,77.7341,30,3,68
1137,13.0132 ,77.4980,34,3,65
1164,13.0235 ,77.5050,16,5,57
1165,12.8568 ,77.7445,31,1,53
1171,12.9540 ,77.5545,25,4,67
1172,12.9826 ,77.5408,16,3,78
1176,12.9602 ,77.6338,29,3,62
1181,12.9261 ,77.4987,20,2,71
1186,12.8919 ,77.5649,25,1,78
1209,12.8582 ,77.7056,33,4,76
1216,12.8898 ,77.5959,28,3,74
1242,12.9857 ,77.6588,31,4,57
1245,12.9649 ,77.5105,21,4,71
1263,12.9764 ,77.6454,32,1,67
1267,12.8676 ,77.4874,25,3,74
1273,12.9244 ,77.5803,35,3,76
1276,12.9699 ,77.5700,16,5,64
1281,13.0715 ,77.7088,25,4,54
1284,12.8703 ,77.6770,21,4,66
1288,12.8755 ,77.5331,23,2,56
1292,12.8569 ,77.5682,31,4,60
1302,12.9817 ,77.7067,16,1,68
1309,13.0416 ,77.7353,32,4,63
1324,12.8995 ,77.6782,29,4,56
1332,12.9513 ,77.7269,15,4,59
1339,13.0918 ,77.6983,26,3,60
1352,13.0021 ,77.5244,23,5,55
1353,12.9742 ,77.5790,22,1,76
1356,12.9489 ,77.6024,18,2,67
1358,13.0780 ,77.5483,35,1,67
1373,12.9423 ,77.6959,17,1,66
1376,13.0781 ,77.6351,31,3,70
1403,13.0039 ,77.6250,18,3,77
1414,12.9581 ,77.6057,15,2,76
1427,12.9468 ,77.5021,15,5,57
1429,13.0795 ,77.6795,19,4,71
1431,12.9323 ,77.6337,34,5,76
1432,12.9830 ,77.6126,27,1,66
1504,12.9692 ,77.5657,27,1,64
1505,13.0215 ,77.6766,18,4,63
1515,13.0230 ,77.6320,22,4,69
1526,13.0743 ,77.5678,30,4,75
1544,12.9187 ,77.5160,34,4,64
1555,13.0509 ,77.6931,34,1,68
1558,13.0647 ,77.7338,27,5,61
1564,13.0245 ,77.6875,16,4,56
1565,13.0478 ,77.5654,19,1,54
1585,12.8539 ,77.7300,22,2,58
1591,12.8875 ,77.7087,25,4,61
1609,13.0105 ,77.6620,35,1,70
1615,13.0204 ,77.5338,24,1,70
1622,13.0552 ,77.6534,16,5,69
1623,12.9445 ,77.5208,21,1,52
1637,13.0768 ,77.5867,16,1,67
1639,12.8428 ,77.6561,29,3,55
1657,13.0854 ,77.5797,23,4,68
1663,13.0414 ,77.5042,20,5,65
1675,13.0803 ,77.6756,17,5,57
1686,12.9917 ,77.6600,20,3,72
1702,12.9986 ,77.6361,31,4,71
1709,12.9986 ,77.6663,25,3,64
1710,13.0600 ,77.6751,25,1,69
1711,12.8734 ,77.5564,18,5,61
1715,12.8578 ,77.5751,16,1,76
1733,12.9600 ,77.6554,31,3,74
1738,13.0029 ,77.6225,28,1,55
1750,12.9366 ,77.5124,21,3,58
1751,12.9361 ,77.5348,31,1,77
1753,12.8950 ,77.5111,28,3,73
1756,12.9403 ,77.5140,26,5,74
1761,12.9119 ,77.5901,15,5,53
1765,12.9944 ,77.5972,15,5,74
1791,12.8650 ,77.5503,16,2,57
1810,13.0736 ,77.6907,30,5,74
1814,12.8563 ,77.6609,25,4,78
1825,12.9852 ,77.7410,21,3,73
1831,12.9582 ,77.6765,29,4,71
1843,12.9882 ,77.7051,22,5,76
1872,12.9207 ,77.7078,27,5,69
1897,12.8671 ,77.7232,34,4,56
1914,12.8537 ,77.6011,24,2,77
1916,13.0366 ,77.6599,20,4,64
1921,12.9428 ,77.6803,30,3,64
1942,13.0537 ,77.5550,19,3,61
1946,12.9820 ,77.5397,33,5,74
1950,13.1000 ,77.6855,22,5,59
1961,13.0531 ,77.5056,22,2,57
1963,12.8790 ,77.7126,24,3,62
1978,13.0472 ,77.5680,23,3,68
1989,12.9586 ,77.5050,21,4,57
2009,12.9843 ,77.7269,23,3,77
2021,12.9948 ,77.6433,24,5,78
2039,12.9259 ,77.5471,25,5,62
2044,12.9442 ,77.6865,27,2,56
2065,13.0928 ,77.6685,17,5,74
2069,12.9754 ,77.7418,26,3,63
2070,12.9759 ,77.5479,28,5,75
2073,12.8530 ,77.6859,29,5,52
2079,13.0713 ,77.6463,34,3,70
2087,12.9113 ,77.5220,25,4,61
2138,12.9925 ,77.5665,32,1,56
2154,12.9525 ,77.6332,29,1,77
2163,13.0751 ,77.5966,16,4,67
2166,12.8525 ,77.7157,28,1,77
2175,12.8584 ,77.5252,35,5,78
2188,13.0579 ,77.7208,19,1,63
2192,12.8687 ,77.5201,19,2,68
2208,12.9535 ,77.7396,30,5,57
2210,12.9086 ,77.5778,32,3,59
2219,12.9530 ,77.6447,22,2,72
2229,12.8787 ,77.6052,29,1,77
2232,13.0174 ,77.5632,35,2,61
2261,13.0878 ,77.7279,18,5,74
2279,12.9541 ,77.6984,29,1,70
2289,12.9445 ,77.5851,34,1,76
2296,12.9205 ,77.5007,20,4,52
2321,12.9738 ,77.5478,17,1,64
2336,12.9912 ,77.6752,20,1,65
2359,12.9241 ,77.7043,25,5,65
2367,13.0612 ,77.6106,25,5,63
2405,13.0744 ,77.5610,32,4,78
2407,13.0569 ,77.6589,28,5,78
2408,12.9908 ,77.4829,30,4,75
2416,12.9487 ,77.5129,26,4,70
2429,12.9109 ,77.7220,29,3,78
2434,12.9809 ,77.5830,25,4,69
2437,12.9221 ,77.6044,19,4,57
2443,13.0207 ,77.4844,15,5,53
2457,13.0365 ,77.5706,32,5,60
2461,13.0986 ,77.7003,28,5,66
2472,13.0578 ,77.5066,24,5,57
2482,12.9823 ,77.6084,16,1,53
2505,13.0304 ,77.5404,35,4,57
2520,13.0997 ,77.4871,34,2,56
2526,12.8853 ,77.6961,17,1,66
2534,12.9920 ,77.5484,27,3,56
2542,12.9907 ,77.5107,23,2,64
2543,13.0275 ,77.7448,15,2,67
2563,13.0489 ,77.6285,31,4,76
2574,13.0305 ,77.6133,17,4,69
2576,12.9421 ,77.5434,18,4,64
2577,12.9095 ,77.5933,18,2,61
2580,12.9329 ,77.6683,21,2,61
2581,12.8641 ,77.4877,22,2,57
2600,12.8568 ,77.7110,28,2,61
2609,13.0965 ,77.4891,31,5,63
2618,13.0355 ,77.6278,28,2,72
2625,12.8562 ,77.5294,26,5,52
2627,12.9851 ,77.6810,26,1,53
2645,12.9327 ,77.6592,16,1,54
2648,13.0546 ,77.6513,20,5,54
2657,12.9406 ,77.5604,22,1,59
2676,12.9837 ,77.6165,31,2,77
2680,13.0128 ,77.6101,19,3,74
2689,13.0985 ,77.5359,26,3,67
2714,12.8894 ,77.5865,24,2,61
2724,12.9040 ,77.6567,16,3,68
2730,13.0068 ,77.5615,25,3,62
2743,12.9127 ,77.6773,19,4,59
2798,12.9567 ,77.4953,17,4,58
2805,12.9180 ,77.6154,33,1,58
2810,12.8420 ,77.6689,28,5,58
2819,12.9069 ,77.5245,16,4,64
2822,13.0126 ,77.5278,15,5,54
2829,12.9267 ,77.5332,31,1,66
2834,13.0705 ,77.6647,15,5,62
2851,12.8569 ,77.6799,31,5,75
2854,13.0684 ,77.7461,16,4,54
2857,12.9516 ,77.7057,18,4,77
2871,13.0578 ,77.5489,27,1,59
2876,13.0650 ,77.6765,27,4,61
2881,12.9475 ,77.6742,29,4,71
2883,12.9425 ,77.7477,15,5,56
2884,13.0486 ,77.6524,32,2,73
2885,13.0859 ,77.5997,31,5,52
2893,12.9110 ,77.7405,22,4,62
2897,13.0027 ,77.6840,26,3,69
2905,12.9106 ,77.6807,35,1,53
2923,12.9025 ,77.5612,33,5,71
2958,12.9813 ,77.6797,24,3,61
2959,13.0410 ,77.4854,25,5,71
2975,12.9156 ,77.7182,35,1,62
2979,12.8406 ,77.5423,27,2,58
2990,12.9392 ,77.7287,30,2,77
3007,13.0884 ,77.6800,31,3,75
3025,12.9361 ,77.6747,33,5,60
3028,12.9602 ,77.5408,31,1,55
3035,12.8488 ,77.5994,26,2,71
3041,12.9990 ,77.6210,23,2,66
3044,13.0342 ,77.5780,30,5,56
3057,12.9618 ,77.5805,34,1,69
3058,13.0525 ,77.5305,25,2,71
3069,13.0282 ,77.6154,17,4,67
3073,12.9189 ,77.5752,17,2,73
3085,12.9515 ,77.5396,20,3,58
3087,12.8424 ,77.6539,18,1,72
3099,12.9558 ,77.7402,26,2,75
3103,12.9018 ,77.5124,33,5,75
3128,12.9013 ,77.7417,20,4,66
3133,12.9443 ,77.5866,22,4,76
3137,12.9102 ,77.5017,16,2,57
3142,12.8821 ,77.5010,35,5,60
3147,13.0682 ,77.6421,25,4,59
3150,12.9665 ,77.5437,27,1,67
3159,12.9949 ,77.6991,29,3,63
3185,13.0762 ,77.6402,19,1,52
3187,12.9622 ,77.5006,27,3,72
3208,13.0185 ,77.6273,24,4,76
3226,13.0254 ,77.6366,21,2,76
3236,12.8938 ,77.4931,22,4,76
3237,13.0809 ,77.5866,30,1,55
3255,13.0151 ,77.6398,34,5,58
3259,12.8963 ,77.6644,20,4,58
3278,13.0407 ,77.7233,30,2,54
3284,12.9268 ,77.5648,32,1,52
3296,12.9645 ,77.5382,28,5,76
3297,13.0166 ,77.7467,33,5,52
3319,12.8721 ,77.6748,25,3,61
3329,12.9502 ,77.6649,29,5,70
3331,12.9703 ,77.5993,15,4,59
3346,12.9591 ,77.5900,20,1,61
3360,12.9014 ,77.6259,32,2,60
3362,13.0232 ,77.5777,28,3,69
3369,13.0233 ,77.5549,23,5,58
3374,12.8571 ,77.7446,31,1,57
3385,13.0467 ,77.7481,20,4,62
3387,13.0289 ,77.4994,34,2,58
3391,13.0783 ,77.6227,30,4,71
3397,13.0160 ,77.6278,32,4,53
3418,12.9697 ,77.7121,31,1,54
3427,12.9241 ,77.7359,17,3,52
3437,13.0235 ,77.6557,18,2,55
3443,12.9067 ,77.5849,23,5,66
3458,12.8958 ,77.6089,19,2,74
3471,12.9411 ,77.6982,35,2,64
3472,12.9897 ,77.6473,18,4,69
3477,13.0319 ,77.6633,31,5,64
3510,12.9452 ,77.6492,23,5,63
3511,12.8655 ,77.5403,27,2,67
3558,13.0723 ,77.5027,31,1,57
3575,13.0594 ,77.6989,28,3,60
3581,12.9228 ,77.5432,28,4,77
3583,12.9947 ,77.5738,17,1,59
3607,12.8703 ,77.6901,19,3,78
3624,13.0064 ,77.5017,32,5,78
3625,12.8940 ,77.7034,23,4,72
3629,13.0926 ,77.5219,30,5,70
3641,13.0420 ,77.6588,15,3,54
3645,12.9995 ,77.5698,24,2,72
3665,13.0055 ,77.7239,28,4,71
3672,13.0573 ,77.6704,17,5,77
3681,12.8753 ,77.5595,35,2,67
3734,13.0813 ,77.7177,18,1,63
3738,13.0115 ,77.5615,26,1,77
3740,12.9660 ,77.6414,17,1,53
3741,12.9592 ,77.5431,34,4,69
3764,12.8822 ,77.6706,26,1,72
3772,12.9082 ,77.7016,24,3,60
3773,12.9520 ,77.7064,34,2,75
3784,13.0217 ,77.7248,26,3,63
3813,12.9372 ,77.5482,28,4,78
3831,13.0908 ,77.7240,25,4,57
3833,12.8496 ,77.6098,34,5,54
3838,13.0932 ,77.6502,26,5,69
3850,13.0774 ,77.6077,20,3,57
3862,12.8541 ,77.6435,26,3,68
3876,13.0965 ,77.4892,19,4,56
3885,12.9548 ,77.5696,34,5,64
3890,12.9185 ,77.7044,16,4,53
3894,13.0693 ,77.5405,18,5,65
3918,13.0057 ,77.5927,22,1,73
3936,12.9964 ,77.7325,26,1,65
3948,12.9522 ,77.7192,28,3,66
3949,12.9119 ,77.5141,27,5,68
3969,12.8634 ,77.6235,20,5,77
3974,12.8610 ,77.5351,31,5,55
3983,12.9661 ,77.5909,27,4,61
4007,12.8493 ,77.4977,20,2,75
4011,12.8733 ,77.5072,21,1,54
4033,13.0571 ,77.5791,29,1,63
4037,12.8909 ,77.6936,18,1,70
4045,12.9400 ,77.5648,34,1,61
4055,12.9840 ,77.5623,21,3,72
4057,12.9514 ,77.6156,33,4,57
4068,12.9233 ,77.5394,18,2,52
4072,13.0334 ,77.6247,21,2,54
4079,12.8439 ,77.7365,22,5,67
4083,13.0952 ,77.5318,28,3,65
4095,12.9937 ,77.6893,17,3,52
4109,13.0363 ,77.5339,34,3,61
4111,12.9861 ,77.7236,26,3,58
4122,12.9019 ,77.6717,23,5,70
4161,12.8822 ,77.6047,26,3,63
4165,12.9800 ,77.7075,28,4,76
4176,12.9653 ,77.7499,22,1,57
4178,13.0748 ,77.5320,16,5,63
4183,12.9352 ,77.6337,28,3,69
4192,12.9309 ,77.5065,23,3,72
4196,12.8740 ,77.6591,26,1,65
4204,12.9334 ,77.7072,22,3,70
4209,12.8551 ,77.5865,26,5,70
4214,12.9403 ,77.7172,23,2,65
4222,12.8414 ,77.4865,25,2,77
4229,12.8429 ,77.5142,31,1,61
4230,12.9956 ,77.7428,27,4,54
4240,13.0706 ,77.6150,34,2,63
4252,12.9925 ,77.7331,25,2,53
4257,13.0271 ,77.5186,15,3,70
4265,13.0136 ,77.6029,23,1,56
4270,12.9701 ,77.6391,30,3,75
4274,13.0323 ,77.6493,33,3,52
4286,13.0026 ,77.5619,24,2,71
4299,12.8529 ,77.5325,19,2,69
4304,12.8975 ,77.5419,16,5,52
4312,13.0935 ,77.7183,29,1,66
4314,13.0838 ,77.6064,19,2,59
4318,12.9678 ,77.7258,34,5,68
4325,12.9285 ,77.6443,33,1,77
4327,12.8491 ,77.4865,25,1,70
4328,12.9412 ,77.6435,29,5,68
4329,12.8887 ,77.6056,34,2,53
4343,12.8823 ,77.5819,18,2,78
4346,12.8541 ,77.7442,35,4,78
4356,12.8529 ,77.5214,32,1,73
4370,12.8671 ,77.5068,30,5,61
4377,13.0672 ,77.7276,28,3,53
4399,13.0385 ,77.5981,33,5,57
4443,12.9229 ,77.5015,23,1,74
4445,13.0247 ,77.5269,23,2,65
4466,12.9763 ,77.6334,34,4,67
4479,13.0215 ,77.7115,24,5,67
4487,13.0268 ,77.7000,23,4,64
4495,12.8903 ,77.7456,33,1,70
4504,12.8758 ,77.5237,23,2,76
4505,12.9623 ,77.6832,20,5,67
4516,12.9203 ,77.7100,30,3,65
4522,12.8701 ,77.7261,15,3,59
4540,13.0427 ,77.6416,34,1,52
4595,13.0668 ,77.7029,33,2,65
4650,13.0077 ,77.6103,19,4,52
4685,12.9175 ,77.7268,16,4,57
4690,12.9853 ,77.4937,27,4,71
4712,12.8489 ,77.5667,27,1,58
4713,13.0999 ,77.6794,29,4,69
4724,12.8406 ,77.5127,22,1,77
4736,12.9275 ,77.7373,26,3,69
4737,13.0846 ,77.5650,35,3,77
4748,12.9638 ,77.4840,26,5,73
4754,12.9264 ,77.5965,28,2,62
4757,12.9600 ,77.6726,31,2,66
4758,13.0282 ,77.6369,24,3,61
4780,12.9307 ,77.5134,31,3,70
4783,13.0825 ,77.6768,15,1,66
4799,12.9535 ,77.7142,24,4,73
4802,12.9686 ,77.5340,27,4,66
4812,12.9939 ,77.5270,17,4,55
4814,13.0533 ,77.7233,21,1,53
4822,13.0839 ,77.6293,35,2,67
4833,13.0877 ,77.7222,19,2,72
4835,13.0106 ,77.5554,34,1,66
4837,12.8767 ,77.6712,30,5,63
4877,12.9049 ,77.5077,23,5,69
4902,13.0743 ,77.5222,23,3,78
4914,12.9830 ,77.6195,31,5,56
4917,12.9664 ,77.6197,15,5,75
4919,12.8407 ,77.4828,25,1,68
4928,13.0025 ,77.7321,15,1,64
4932,13.0313 ,77.7194,17,2,59
4936,13.0606 ,77.5058,24,1,72
4942,13.0186 ,77.6470,23,1,77
4953,12.9755 ,77.4833,30,1,62
4959,13.0408 ,77.5796,17,3,62
4968,12.8835 ,77.4927,32,2,57
4974,12.9769 ,77.6282,17,2,73
4977,12.8601 ,77.6552,25,2,65
4981,13.0166 ,77.6307,30,2,60
4986,12.9130 ,77.5524,17,4,69
4988,13.0458 ,77.5347,24,2,60
4995,12.9143 ,77.5209,31,2,52
4999,12.8968 ,77.7447,35,2,76
5004,13.0296 ,77.6525,34,3,65
5008,12.9788 ,77.5350,30,5,53
5017,13.0673 ,77.6293,19,2,69
5022,13.0976 ,77.7294,25,3,58
5046,12.9212 ,77.5547,29,1,75
5069,13.0949 ,77.5645,18,2,60
5079,13.0135 ,77.6234,21,1,70
5081,13.0809 ,77.6458,15,2,56
5099,12.9009 ,77.6085,34,3,68
5101,13.0779 ,77.7123,27,4,61
5130,12.9932 ,77.4947,25,2,59
5136,12.9713 ,77.6123,34,4,73
5150,12.9297 ,77.6392,20,2,71
5153,13.0560 ,77.7221,23,1,55
5203,13.0788 ,77.6052,35,2,54
5211,12.8855 ,77.6084,17,2,72
5221,12.8977 ,77.5253,29,2,78
5225,12.8557 ,77.5624,22,1,70
5232,12.9616 ,77.5419,17,3,72
5237,13.0279 ,77.6992,21,3,74
5248,12.9015 ,77.5762,18,2,61
5253,12.8446 ,77.5783,30,1,74
5271,13.0544 ,77.5385,29,1,57
5281,13.0959 ,77.4954,28,2,64
5290,12.8517 ,77.5735,17,3,72
5309,12.9368 ,77.6658,23,4,52
5310,12.8890 ,77.5559,34,4,59
5319,13.0780 ,77.6670,16,4,60
5337,13.0026 ,77.5906,25,2,68
5342,13.0381 ,77.7487,26,1,58
5359,13.0918 ,77.5191,19,1,68
5361,12.9892 ,77.6733,22,1,63
5363,12.8929 ,77.7449,15,3,75
5366,12.9468 ,77.6677,17,2,52
5371,12.8541 ,77.7396,32,1,70
5376,12.9213 ,77.5325,35,3,58
5385,12.8490 ,77.7271,18,3,77
5397,12.8880 ,77.6542,26,1,71
5399,12.8528 ,77.5941,28,3,75
5401,12.9021 ,77.5679,24,2,68
5412,12.9829 ,77.6999,20,3,66
5415,13.0749 ,77.7020,25,1,70
5429,12.9889 ,77.5303,19,4,75
5450,13.0221 ,77.5766,27,5,69
5451,13.0152 ,77.6987,33,2,56
5456,12.9000 ,77.6182,24,5,74
5464,12.9764 ,77.6674,22,3,61
5468,12.8533 ,77.6916,29,4,65
5481,13.0593 ,77.5900,22,4,77
5486,12.8601 ,77.6158,20,2,52
5490,12.9086 ,77.6390,33,5,71
5520,13.0729 ,77.7066,31,2,74
5548,12.9444 ,77.6899,26,4,77
5549,12.8627 ,77.6732,19,1,57
5583,12.9546 ,77.7170,34,1,75
5599,13.0215 ,77.6890,23,3,72
5601,12.9045 ,77.6121,35,5,78
5613,12.8914 ,77.6555,26,4,67
5618,12.9776 ,77.7440,30,3,53
5629,12.9218 ,77.6411,32,5,55
5641,13.0530 ,77.5540,16,3,57
5642,13.0174 ,77.6269,20,3,73
5661,13.0958 ,77.6052,23,4,72
5662,13.0661 ,77.6583,31,4,59
5667,12.9361 ,77.5018,27,3,78
5670,12.9081 ,77.5619,21,2,72
5697,13.0443 ,77.6811,24,2,56
5707,13.0849 ,77.7363,19,2,66
5720,13.0175 ,77.5365,22,3,69
5773,13.0544 ,77.6358,27,5,54
5778,12.8603 ,77.5840,35,1,58
5779,13.0971 ,77.6389,29,4,56
5781,12.8659 ,77.5538,29,4,54
5786,12.8654 ,77.4843,22,3,71
5790,12.9406 ,77.6477,23,1,70
5803,12.9351 ,77.5603,18,2,69
5827,13.0706 ,77.5792,32,2,61
5833,12.8562 ,77.5366,19,2,53
5835,12.9558 ,77.5255,16,2,60
5853,12.9168 ,77.7136,20,1,76
5860,12.8932 ,77.5092,27,2,56
5868,12.9986 ,77.7333,15,5,52
5882,12.8652 ,77.4831,32,3,75
5888,13.0283 ,77.6539,17,3,75
5894,12.9700 ,77.7180,21,4,71
5905,13.0798 ,77.5081,21,4,59
5907,13.0744 ,77.6141,16,1,68
5913,12.8690 ,77.6126,26,1,77
5916,12.9788 ,77.5972,22,3,72
5927,13.0760 ,77.5451,26,5,74
5929,12.9123 ,77.5002,23,3,57
5933,12.9469 ,77.5536,28,1,64
5966,12.9702 ,77.6940,32,5,70
5969,13.0963 ,77.6720,21,4,73
5975,12.9549 ,77.5636,15,5,54
5978,12.8942 ,77.7335,32,2,73
5993,12.9184 ,77.5632,32,4,77
6004,12.9685 ,77.5850,26,4,75
6025,12.9216 ,77.5728,30,1,57
6035,12.9073 ,77.5819,25,5,68
6047,13.0634 ,77.7215,15,4,55
6058,12.9587 ,77.6151,23,5,74
6077,13.0401 ,77.7276,32,4,55
6089,13.0386 ,77.6476,30,2,56
6093,13.0409 ,77.5526,32,3,75
6105,12.8417 ,77.5060,25,5,67
6122,13.0094 ,77.5931,25,4,61
6128,12.8532 ,77.7179,21,5,52
6132,13.0841 ,77.5919,17,3,77
6133,12.8493 ,77.6247,25,5,64
6143,12.9336 ,77.6251,23,3,73
6146,12.9791 ,77.6411,17,4,65
6147,12.8714 ,77.7188,17,1,65
6153,13.0487 ,77.7239,31,3,52
6160,12.9586 ,77.5056,31,5,67
6186,12.8792 ,77.5533,20,2,78
6190,12.9855 ,77.7484,17,4,55
6197,13.0249 ,77.6482,32,4,55
